"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1016/j.psychres.2010.04.042","https://openalex.org/W2004934434",2010,"Craig Steel; Til Wykes; Anna Ruddle; Gina Smith; Dhruvi Shah; Emily A. Holmes","Can we harness computerised cognitive bias modification to treat anxiety in schizophrenia? A first step highlighting the role of mental imagery","Psychiatry Research-neuroimaging",FALSE
"10.1891/0889-8391.4.3.293","https://openalex.org/W284720761",1990,"Jonathan Baron; Judith H. Baron; Jacques P. Barber; Susan Nolen-Hoekseman","Rational Thinking as a Goal of Therapy","Journal of Cognitive Psychotherapy",FALSE
"10.1038/npp.2017.227","https://openalex.org/W2760338057",2018,"Christian J. Merz; Tanja C. Hamacher-Dang; Rudolf Stark; Oliver T. Wolf; Andrea Hermann","Neural Underpinnings of Cortisol Effects on Fear Extinction","Neuropsychopharmacology",TRUE
"10.1016/j.janxdis.2017.05.010","https://openalex.org/W2620860100",2017,"Jolene Jacquart; Rheall F. Roquet; Santiago Papini; Mark B. Powers; David Rosenfield; Jasper A. J. Smits; Marie H. Monfils","Effects of acute exercise on fear extinction in rats and exposure therapy in humans: Null findings from five experiments","Journal of Anxiety Disorders",FALSE
"10.1093/ijnp/pyv128","https://openalex.org/W2182332517",2016,"Simone B. Sartori; Verena Maurer; Conor P. Murphy; Claudia Schmuckermair; Patrick Muigg; Inga D. Neumann; Nigel Whittle; Nicolas Singewald","Combined Neuropeptide S and D-Cycloserine Augmentation Prevents the Return of Fear in Extinction-Impaired Rodents: Advantage of Dual versus Single Drug Approaches","The International Journal of Neuropsychopharmacology",TRUE
"10.1007/s00213-011-2353-x","https://openalex.org/W2007301240",2011,"Kenichi Kuriyama; Motoyasu Honma; Takahiro Soshi; Takeshi Fujii; Yoshiharu Kim","Effect of d-cycloserine and valproic acid on the extinction of reinstated fear-conditioned responses and habituation of fear conditioning in healthy humans: a randomized controlled trial","Psychopharmacology",FALSE
"10.1016/j.brat.2020.103797","https://openalex.org/W3120257097",2021,"Andre Pittig; Alex H.K. Wong","Incentive-based, instructed, and social observational extinction of avoidance: Fear-opposite actions and their influence on fear extinction","Behaviour Research and Therapy",NA
"10.1016/j.brat.2018.11.010","https://openalex.org/W2901120438",2019,"Shannon M. Blakey; Jonathan S. Abramowitz; Jennifer L. Buchholz; Sarah C. Jessup; Ryan J. Jacoby; Lillian Reuman; Kimberly Z. Pentel","A randomized controlled trial of the judicious use of safety behaviors during exposure therapy","Behaviour Research and Therapy",FALSE
"10.1016/j.cpr.2016.07.001","https://openalex.org/W2476419521",2016,"Ryan J. Jacoby; Jonathan S. Abramowitz","Inhibitory learning approaches to exposure therapy: A critical review and translation to obsessive-compulsive disorder","Clinical Psychology Review",TRUE
"10.3389/fpsyg.2015.00968","https://openalex.org/W1822854595",2015,"Tom J. Barry; Bram Vervliet; Dirk Hermans","An integrative review of attention biases and their contribution to treatment for anxiety disorders","Frontiers in Psychology",TRUE
"10.1177/2167702614542103","https://openalex.org/W2007481513",2015,"Najwa C. Culver; Bram Vervliet; Michelle G. Craske","Compound Extinction","Clinical psychological science",FALSE
"10.1080/08039480802315608","https://openalex.org/W2059696068",2008,"Anke Ehlers; David M. Clark","Post-traumatic stress disorder: The development of effective psychological treatments","Nordic Journal of Psychiatry",TRUE
"10.1037/ccp0000396","https://openalex.org/W2938815301",2019,"Michelle G. Craske; Alicia E. Meuret; Thomas Ritz; Michael Treanor; Halina J. Dour; David Rosenfield","Positive affect treatment for depression and anxiety: A randomized clinical trial for a core feature of anhedonia.","Journal of Consulting and Clinical Psychology",FALSE
"10.1146/annurev-clinpsy-021815-092925","https://openalex.org/W2149363139",2016,"Emily A. Holmes; Simon E. Blackwell; Stephanie Burnett Heyes; Fritz Renner; Filip Raes","Mental Imagery in Depression: Phenomenology, Potential Mechanisms, and Treatment Implications","Annual Review of Clinical Psychology",FALSE
"10.1016/j.beth.2014.04.003","https://openalex.org/W2145249306",2014,"Iris M. Engelhard; Arne Leer; Emma Lange; Bunmi O. Olatunji","Shaking That Icky Feeling: Effects of Extinction and Counterconditioning on Disgust-Related Evaluative Learning","Behavior Therapy",FALSE
"10.1016/j.psyneuen.2009.01.005","https://openalex.org/W2124566592",2009,"Adam J. Guastella; Alexandra Howard; Mark R. Dadds; Philip B. Mitchell; Dean S. Carson","A randomized controlled trial of intranasal oxytocin as an adjunct to exposure therapy for social anxiety disorder","Psychoneuroendocrinology",FALSE
"10.1016/j.pain.2007.06.037","https://openalex.org/W2080816720",2008,"Marc P. Woods; Gordon J.G. Asmundson","Evaluating the efficacy of graded in vivo exposure for the treatment of fear in patients with chronic back pain: A randomized controlled clinical trial","Pain",TRUE
"10.1016/j.jpsychires.2006.05.006","https://openalex.org/W2026678817",2007,"Adam J. Guastella; Mark R. Dadds; Peter F. Lovibond; Philip B. Mitchell; Rick Richardson","A randomized controlled trial of the effect of d-cycloserine on exposure therapy for spider fear","Journal of Psychiatric Research",FALSE
"10.1097/yco.0000000000000220","https://openalex.org/W2331708864",2016,"Andre Pittig; Linda van den Berg; Bram Vervliet","The key role of extinction learning in anxiety disorders","Current Opinion in Psychiatry",FALSE
"10.1016/j.jpain.2021.04.012","https://openalex.org/W3164981705",2021,"Rena Gatzounis; Marlies den Hollander; Ann Meulders","Optimizing Long-term Outcomes of Exposure for Chronic Primary Pain from the Lens of Learning Theory","The Journal of Pain",TRUE
"10.1016/j.brat.2018.07.001","https://openalex.org/W2810449121",2018,"Alina Thompson; Peter M. McEvoy; Ottmar V. Lipp","Enhancing extinction learning: Occasional presentations of the unconditioned stimulus during extinction eliminate spontaneous recovery, but not necessarily reacquisition of fear","Behaviour Research and Therapy",TRUE
"10.1016/j.jbtep.2022.101747","https://openalex.org/W3186740299",2021,"Sarah Jessup","Effects of confronting the feared outcome during exposure therapy on the return of fear: An analogue study","Journal of Behavior Therapy and Experimental Psychiatry",NA
"10.1038/s41398-021-01556-8","https://openalex.org/W3195414878",2021,"Moniek H. M. Hutschemaekers; Rianne A. de Kleine; Gert-Jan Hendriks; M. Kampman; Karin Roelofs","The enhancing effects of testosterone in exposure treatment for social anxiety disorder: a randomized proof-of-concept trial","Translational Psychiatry",TRUE
"10.1016/j.brat.2020.103730","https://openalex.org/W3087721748",2020,"Cynthia L. Lancaster; Marie H. Monfils; Michael J. Telch","Augmenting exposure therapy with pre-extinction fear memory reactivation and deepened extinction: A randomized controlled trial","Behaviour Research and Therapy",FALSE
"10.1007/s00213-019-05301-4","https://openalex.org/W2953822305",2019,"Anna Gerlicher; Oliver Tüscher; Raffael Kalisch","L-DOPA improves extinction memory retrieval after successful fear extinction","Psychopharmacology",TRUE
"10.1016/j.brat.2018.06.009","https://openalex.org/W2810094124",2018,"Sahaj Kang; Bram Vervliet; Iris M. Engelhard; Eva A.M. van Dis; Muriel A. Hagenaars","Reduced return of threat expectancy after counterconditioning versus extinction","Behaviour Research and Therapy",NA
"10.1016/j.brat.2018.07.002","https://openalex.org/W2883391151",2018,"Lea Schemer; Johan W.S. Vlaeyen; Johanna M. Doerr; Nadine Skoluda; Urs M. Nater; Winfried Rief; Julia Anna Glombiewski","Treatment processes during exposure and cognitive-behavioral therapy for chronic back pain: A single-case experimental design with multiple baselines","Behaviour Research and Therapy",TRUE
"10.1016/j.janxdis.2018.03.004","https://openalex.org/W2794075201",2018,"Stefan G. Hofmann; Aleena C. Hay","Rethinking avoidance: Toward a balanced approach to avoidance in treating anxiety disorders","Journal of Anxiety Disorders",FALSE
"10.1016/j.lmot.2017.05.013","https://openalex.org/W2737879705",2017,"Jordan Howley; Allison M. Waters","Overt verbalization of strategies to attend to and retain learning about the threat conditioned stimulus reduces US expectancy generalization during extinction","Learning and Motivation",FALSE
"10.1016/j.jbtep.2014.10.001","https://openalex.org/W2076011133",2015,"Jens Blechert; Frank H. Wilhelm; Hants Williams; Barbara R. Braams; Joan Jou; James J. Gross","Reappraisal facilitates extinction in healthy and socially anxious individuals","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.32872/cpe.8403","https://openalex.org/W4220837855",2022,"Stefan G. Hofmann; Jacques P. Barber; Paul M. Salkovskis; Bruce E. Wampold; Winfried Rief; Anne-Catherine I. Ewen; Leonora Nina Schäfer","What is the common ground for modern psychotherapy? A discussion paper based on EACLIPT’s 1st webinar","Clinical psychology in Europe",TRUE
"10.1007/s00278-022-00590-1","https://openalex.org/W4224230435",2022,"Marcel Wilhelm; Gaby Bleichhardt; Anne-Catherine Ewen; Winfried Rief","Erwartungsfokussierte psychotherapeutische Interventionen bei Depression: ein Behandlungsmanual","Psychotherapeut",TRUE
"10.1007/s00278-022-00586-x","https://openalex.org/W4229375183",2022,"Winfried Rief","Was kann die Psychotherapie vom Placeboeffekt lernen?","Psychotherapeut",TRUE
"10.1016/j.janxdis.2011.06.012","https://openalex.org/W2115493774",2011,"Nexhmedin Morina; Catherine Deeprose; Christina Pusowski; Marina Schmid; Emily A. Holmes","Prospective mental imagery in patients with major depressive disorder or anxiety disorders","Journal of Anxiety Disorders",TRUE
"10.1002/mpr.1411","https://openalex.org/W2140064013",2014,"Paul M. G. Emmelkamp; Daniel David; Tom Beckers; Peter Muris; Pim Cuijpers; Wolfgang Lutz; Gerhard Andersson; Ricardo Araya; Rosa María Baños Rivera; Michael Barkham; Matthias Berking; Thomas Berger; Christina Botella; Per Carlbring; Francesc Colom; Cecilia A. Essau; Dirk Hermans; Stefan G. Hofmann; Susanne Knappe; Thomas H. Ollendick; Filip Raes; Winfried Rief; Heleen Riper; Saskia Van der Oord; Bram Vervliet","Advancing psychotherapy and evidence-based psychological interventions","International Journal of Methods in Psychiatric Research",FALSE
"10.1002/jclp.22204","https://openalex.org/W1911753583",2015,"Eva Fassbinder; Andrea Hauer; Anja Schaich; Ulrich Schweiger; Gitta A. Jacob; Arnoud Arntz","Integration of e-Health Tools Into Face-to-Face Psychotherapy for Borderline Personality Disorder: A Chance to Close the Gap Between Demand and Supply?","Journal of Clinical Psychology",NA
"10.1026/1616-3443/a000214","https://openalex.org/W1984386655",2013,"Viktoria Ritter; Ulrich Stangier","Kognitive Therapie bei körperdysmorpher Störung","Zeitschrift Fur Klinische Psychologie Und Psychotherapie",FALSE
"10.3402/ejpt.v6.28186","https://openalex.org/W1755198206",2015,"Ulrich Schnyder; Anke Ehlers; Thomas Elbert; Edna B. Foa; Berthold P. R. Gersons; Patricia A. Resick; Francine Shapiro; Marylene Cloitre","Psychotherapies for PTSD: what do they have in common?","European Journal of Psychotraumatology",TRUE
"10.1176/appi.ajp.2014.13111495","https://openalex.org/W2150111744",2015,"Corinde E. Wiers; Christine Stelzel; Thomas E. Gladwin; Soyoung Q. Park; Steffen Pawelczack; Christiane K. Gawron; Heiner Stuke; Andreas Heinz; Reinout W. Wiers; Mike Rinck; Johannes Lindenmeyer; Henrik Walter; Felix Bermpohl","Effects of Cognitive Bias Modification Training on Neural Alcohol Cue Reactivity in Alcohol Dependence","American Journal of Psychiatry",TRUE
"10.1186/1471-244x-14-20","https://openalex.org/W2022741303",2014,"Anna M. Ehret; Judith Kowalsky; Winfried Rief; Wolfgang Hiller; Matthias Berking","Reducing symptoms of major depressive disorder through a systematic training of general emotion regulation skills: protocol of a randomized controlled trial","BMC Psychiatry",TRUE
"10.32872/cpe.v2i2.2997","https://openalex.org/W3040329993",2020,"Lisa D’Astolfo; Lukas Kirchner; Winfried Rief","No1LikesU! – A pilot study on an ecologically valid and highly standardised experimental paradigm to investigate social rejection expectations and their modification","Clinical psychology in Europe",TRUE
"10.1371/journal.pone.0071760","https://openalex.org/W1977127560",2013,"Johanna Boettcher; Linda Leek; Lisa Matson; Emily A. Holmes; Michael Browning; Colin MacLeod; Gerhard Andersson; Per Carlbring","Internet-Based Attention Bias Modification for Social Anxiety: A Randomised Controlled Comparison of Training towards Negative and Training Towards Positive Cues","PLOS ONE",TRUE
"10.3389/fpsyg.2016.01373","https://openalex.org/W2519368895",2016,"Eva Fassbinder; Ulrich Schweiger; Desiree Martius; Odette Brand-de Wilde; Arnoud Arntz","Emotion Regulation in Schema Therapy and Dialectical Behavior Therapy","Frontiers in Psychology",TRUE
"10.1371/journal.pone.0192837","https://openalex.org/W2792406247",2018,"Marcella L. Woud; Jan Christopher Cwik; Simon E. Blackwell; Birgit Kleim; Emily A. Holmes; Dirk Adolph; Hui Zhang; Juergen Margraf","Does napping enhance the effects of Cognitive Bias Modification-Appraisal training? An experimental study","PLOS ONE",TRUE
"10.1016/j.brat.2012.10.004","https://openalex.org/W2158328456",2013,"Andrea Reinecke; Mike Rinck; Eni S. Becker; Jürgen Hoyer","Cognitive-behavior therapy resolves implicit fear associations in generalized anxiety disorder","Behaviour Research and Therapy",FALSE
"10.1016/j.jbtep.2012.06.003","https://openalex.org/W2086051578",2013,"Andrea Reinecke; Jürgen Hoyer; Mike Rinck; Eni S. Becker","Cognitive-behavioural therapy reduces unwanted thought intrusions in generalized anxiety disorder","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.1159/000496944","https://openalex.org/W2924435981",2019,"Tobias Kube; Julia Anna Glombiewski; Winfried Rief","Erwartungsfokussierte psychotherapeutische Interventionen bei Personen mit depressiver Symptomatik","Verhaltenstherapie",FALSE
"10.1037/emo0000658","https://openalex.org/W3002063198",2020,"Luise Pruessner; Sven Barnow; Daniel V. Holt; Jutta Joormann; Katrin Schulze","A cognitive control framework for understanding emotion regulation flexibility.","Emotion",FALSE
"10.1007/s10862-019-09757-8","https://openalex.org/W2965893159",2019,"Maria Voss; Thomas Ehring; Kiara R. Timpano; Jutta Joormann; Larissa Wolkenstein","A Psychometric Evaluation of the German Version of the Responses to Positive Affect Questionnaire","Journal of Psychopathology and Behavioral Assessment",FALSE
"10.1016/j.brat.2019.103475","https://openalex.org/W2972468569",2019,"Kirstin L. Purves; Elena Constantinou; Thomas McGregor; Kathryn J. Lester; Tom J. Barry; Michael Treanor; Michael Sun; Jürgen Margraf; Michelle G. Craske; Gerome Breen; Thalia C. Eley","Validating the use of a smartphone app for remote administration of a fear conditioning paradigm","Behaviour Research and Therapy",TRUE
"10.1016/j.beth.2022.07.004","https://openalex.org/W4285606475",2022,"Jeremy W. Pettit; Yasmin Rey; Carla E. Marin; Michele Bechor; Eli R. Lebowitz; Michael W. Vasey; James Jaccard; Rany Abend; Daniel S. Pine; Yair Bar-Haim; Wendy K. Silverman","Attention Training as a Low-Intensity Treatment for Concerning Anxiety in Clinic-Referred Youth","Behavior Therapy",FALSE
